# Instance: p_43.dat
# Objective value: 7456
y[1] 0
y[2] 1
y[3] 0
y[4] 0
y[5] 0
y[6] 0
y[7] 0
y[8] 0
y[9] 0
y[10] 0
y[11] 0
y[12] 0
y[13] 0
y[14] 0
y[15] 0
y[16] 0
y[17] 0
y[18] 0
y[19] 1
y[20] 0
y[21] 0
y[22] 0
y[23] 1
y[24] 0
y[25] 0
y[26] 0
y[27] 0
y[28] 0
y[29] 1
y[30] 0
x[1,1] 0
x[1,2] 0
x[1,3] 0
x[1,4] 0
x[1,5] 0
x[1,6] 0
x[1,7] 0
x[1,8] 0
x[1,9] 0
x[1,10] 0
x[1,11] 0
x[1,12] 0
x[1,13] 0
x[1,14] 0
x[1,15] 0
x[1,16] 0
x[1,17] 0
x[1,18] 0
x[1,19] 0
x[1,20] 0
x[1,21] 0
x[1,22] 0
x[1,23] 0
x[1,24] 0
x[1,25] 0
x[1,26] 0
x[1,27] 0
x[1,28] 0
x[1,29] 0
x[1,30] 0
x[1,31] 0
x[1,32] 0
x[1,33] 0
x[1,34] 0
x[1,35] 0
x[1,36] 0
x[1,37] 0
x[1,38] 0
x[1,39] 0
x[1,40] 0
x[1,41] 0
x[1,42] 0
x[1,43] 0
x[1,44] 0
x[1,45] 0
x[1,46] 0
x[1,47] 0
x[1,48] 0
x[1,49] 0
x[1,50] 0
x[1,51] 0
x[1,52] 0
x[1,53] 0
x[1,54] 0
x[1,55] 0
x[1,56] 0
x[1,57] 0
x[1,58] 0
x[1,59] 0
x[1,60] 0
x[1,61] 0
x[1,62] 0
x[1,63] 0
x[1,64] 0
x[1,65] 0
x[1,66] 0
x[1,67] 0
x[1,68] 0
x[1,69] 0
x[1,70] 0
x[2,1] 0
x[2,2] 0
x[2,3] 0
x[2,4] 1
x[2,5] 0
x[2,6] 0
x[2,7] 0
x[2,8] 0
x[2,9] 0
x[2,10] 0
x[2,11] 0
x[2,12] 0
x[2,13] 0
x[2,14] 0
x[2,15] 0
x[2,16] 0
x[2,17] 0
x[2,18] 0
x[2,19] 0
x[2,20] 0
x[2,21] 0
x[2,22] 0
x[2,23] 0
x[2,24] 0
x[2,25] 0
x[2,26] 1
x[2,27] 0
x[2,28] 0
x[2,29] 0
x[2,30] 1
x[2,31] 0
x[2,32] 1
x[2,33] 1
x[2,34] 0
x[2,35] 0
x[2,36] 0
x[2,37] 0
x[2,38] 0
x[2,39] 0
x[2,40] 0
x[2,41] 0
x[2,42] 0
x[2,43] 0
x[2,44] 0
x[2,45] 0
x[2,46] 0
x[2,47] 0
x[2,48] 0
x[2,49] 0
x[2,50] 0
x[2,51] 0
x[2,52] 0
x[2,53] 1
x[2,54] 0
x[2,55] 0
x[2,56] 0
x[2,57] 0
x[2,58] 0
x[2,59] 0
x[2,60] 0
x[2,61] 0
x[2,62] 0
x[2,63] 0
x[2,64] 0
x[2,65] 0
x[2,66] 0
x[2,67] 0
x[2,68] 0
x[2,69] 1
x[2,70] 1
x[3,1] 0
x[3,2] 0
x[3,3] 0
x[3,4] 0
x[3,5] 0
x[3,6] 0
x[3,7] 0
x[3,8] 0
x[3,9] 0
x[3,10] 0
x[3,11] 0
x[3,12] 0
x[3,13] 0
x[3,14] 0
x[3,15] 0
x[3,16] 0
x[3,17] 0
x[3,18] 0
x[3,19] 0
x[3,20] 0
x[3,21] 0
x[3,22] 0
x[3,23] 0
x[3,24] 0
x[3,25] 0
x[3,26] 0
x[3,27] 0
x[3,28] 0
x[3,29] 0
x[3,30] 0
x[3,31] 0
x[3,32] 0
x[3,33] 0
x[3,34] 0
x[3,35] 0
x[3,36] 0
x[3,37] 0
x[3,38] 0
x[3,39] 0
x[3,40] 0
x[3,41] 0
x[3,42] 0
x[3,43] 0
x[3,44] 0
x[3,45] 0
x[3,46] 0
x[3,47] 0
x[3,48] 0
x[3,49] 0
x[3,50] 0
x[3,51] 0
x[3,52] 0
x[3,53] 0
x[3,54] 0
x[3,55] 0
x[3,56] 0
x[3,57] 0
x[3,58] 0
x[3,59] 0
x[3,60] 0
x[3,61] 0
x[3,62] 0
x[3,63] 0
x[3,64] 0
x[3,65] 0
x[3,66] 0
x[3,67] 0
x[3,68] 0
x[3,69] 0
x[3,70] 0
x[4,1] 0
x[4,2] 0
x[4,3] 0
x[4,4] 0
x[4,5] 0
x[4,6] 0
x[4,7] 0
x[4,8] 0
x[4,9] 0
x[4,10] 0
x[4,11] 0
x[4,12] 0
x[4,13] 0
x[4,14] 0
x[4,15] 0
x[4,16] 0
x[4,17] 0
x[4,18] 0
x[4,19] 0
x[4,20] 0
x[4,21] 0
x[4,22] 0
x[4,23] 0
x[4,24] 0
x[4,25] 0
x[4,26] 0
x[4,27] 0
x[4,28] 0
x[4,29] 0
x[4,30] 0
x[4,31] 0
x[4,32] 0
x[4,33] 0
x[4,34] 0
x[4,35] 0
x[4,36] 0
x[4,37] 0
x[4,38] 0
x[4,39] 0
x[4,40] 0
x[4,41] 0
x[4,42] 0
x[4,43] 0
x[4,44] 0
x[4,45] 0
x[4,46] 0
x[4,47] 0
x[4,48] 0
x[4,49] 0
x[4,50] 0
x[4,51] 0
x[4,52] 0
x[4,53] 0
x[4,54] 0
x[4,55] 0
x[4,56] 0
x[4,57] 0
x[4,58] 0
x[4,59] 0
x[4,60] 0
x[4,61] 0
x[4,62] 0
x[4,63] 0
x[4,64] 0
x[4,65] 0
x[4,66] 0
x[4,67] 0
x[4,68] 0
x[4,69] 0
x[4,70] 0
x[5,1] 0
x[5,2] 0
x[5,3] 0
x[5,4] 0
x[5,5] 0
x[5,6] 0
x[5,7] 0
x[5,8] 0
x[5,9] 0
x[5,10] 0
x[5,11] 0
x[5,12] 0
x[5,13] 0
x[5,14] 0
x[5,15] 0
x[5,16] 0
x[5,17] 0
x[5,18] 0
x[5,19] 0
x[5,20] 0
x[5,21] 0
x[5,22] 0
x[5,23] 0
x[5,24] 0
x[5,25] 0
